K,theta_hat_n,current_ci_lo,current_ci_hi,current_width,current_robust,corrected_ci_lo,corrected_ci_hi,corrected_width,corrected_robust,classification_changed
3,0.05846347607052904,-0.023647397438411648,0.11744157158057104,0.14108896901898269,False,0.005720169151627742,0.13189411104455512,0.12617394189292738,True,True
5,0.03856423173803525,0.00665518599210615,0.12130450226934497,0.11464931627723882,True,-0.035429264414154865,0.06710005641518582,0.10252932082934069,False,True
10,0.08324937027707813,0.014607635102053587,0.10091712304303824,0.08630948794098466,True,0.06744933979722587,0.14463473842898514,0.07718539863175927,True,False
16,0.051536523929470945,-0.005642623308598776,0.08644039825473425,0.09208302156333302,False,0.020322464874568603,0.1026710559291532,0.08234859105458459,True,True
