K,theta_hat_n,current_ci_lo,current_ci_hi,current_robust,corrected_ci_lo,corrected_ci_hi,corrected_robust,classification_changed
10,0.00963200000000003,0.0037292315199213165,0.025917973025688396,True,-0.004934617106066817,0.014911596630759675,False,True
16,0.009626000000000079,0.0058549100764258375,0.0250747353259375,True,-0.004191768942079295,0.012998965367350675,False,True
