method,K,method_acc,baseline_mean,baseline_std,p_value,complication,prevalence
OTEK_LANC_II_perfeat,5,0.4968553459119497,0.5024727266048756,0.012884758244558899,0.83,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_perfeat,10,0.4968553459119497,0.5075828201078283,0.01563350264724661,0.91,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_perfeat,16,0.4928372901693338,0.5109006852529805,0.014718057457749414,1.0,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_joint,3,0.49990000775450066,0.49761442990135457,0.028113412111415933,0.56,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_joint,5,0.5314710287773602,0.5024727266048756,0.012884758244558899,0.04,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_joint,10,0.5606463172243785,0.5075828201078283,0.01563350264724661,0.02,OTEK_LANC,0.09352941176470589
OTEK_LANC_II_joint,16,0.5859035421742804,0.5109006852529805,0.014718057457749414,0.0,OTEK_LANC,0.09352941176470589
OTEK_LANC_DII_L1,3,0.512105183679633,0.49761442990135457,0.028113412111415933,0.04,OTEK_LANC,0.09352941176470589
OTEK_LANC_DII_L1,5,0.5,0.5024727266048756,0.012884758244558899,0.57,OTEK_LANC,0.09352941176470589
OTEK_LANC_DII_L1,10,0.5010978740424212,0.5075828201078283,0.01563350264724661,0.6,OTEK_LANC,0.09352941176470589
OTEK_LANC_DII_L1,16,0.5046669850093258,0.5109006852529805,0.014718057457749414,0.55,OTEK_LANC,0.09352941176470589
RAZRIV_MI_perfeat,3,0.4996962332928311,0.4999269834840916,0.0019679692844007265,0.97,RAZRIV,0.03176470588235294
RAZRIV_MI_perfeat,5,0.5,0.49963547995139734,0.0021513889683627925,0.84,RAZRIV,0.03176470588235294
RAZRIV_MI_perfeat,10,0.4990886998784933,0.4999800864047522,0.0013792477258041916,0.95,RAZRIV,0.03176470588235294
RAZRIV_MI_perfeat,16,0.5086517258449215,0.5013294856217092,0.006176830101100883,0.04,RAZRIV,0.03176470588235294
RAZRIV_II_perfeat,3,0.5,0.4999269834840916,0.0019679692844007265,0.92,RAZRIV,0.03176470588235294
RAZRIV_II_perfeat,5,0.5,0.49963547995139734,0.0021513889683627925,0.84,RAZRIV,0.03176470588235294
RAZRIV_II_perfeat,10,0.5,0.4999800864047522,0.0013792477258041916,0.57,RAZRIV,0.03176470588235294
RAZRIV_II_perfeat,16,0.5,0.5013294856217092,0.006176830101100883,0.59,RAZRIV,0.03176470588235294
RAZRIV_II_joint,3,0.5,0.4999269834840916,0.0019679692844007265,0.92,RAZRIV,0.03176470588235294
RAZRIV_II_joint,5,0.5,0.49963547995139734,0.0021513889683627925,0.84,RAZRIV,0.03176470588235294
RAZRIV_II_joint,10,0.5,0.4999800864047522,0.0013792477258041916,0.57,RAZRIV,0.03176470588235294
RAZRIV_II_joint,16,0.5,0.5013294856217092,0.006176830101100883,0.59,RAZRIV,0.03176470588235294
RAZRIV_DII_L1,3,0.5,0.4999269834840916,0.0019679692844007265,0.92,RAZRIV,0.03176470588235294
RAZRIV_DII_L1,5,0.4975698663426488,0.49963547995139734,0.0021513889683627925,0.97,RAZRIV,0.03176470588235294
RAZRIV_DII_L1,10,0.5,0.4999800864047522,0.0013792477258041916,0.57,RAZRIV,0.03176470588235294
RAZRIV_DII_L1,16,0.5,0.5013294856217092,0.006176830101100883,0.59,RAZRIV,0.03176470588235294
DRESSLER_MI_perfeat,3,0.5,0.501028717948718,0.009932436637975089,0.82,DRESSLER,0.04411764705882353
DRESSLER_MI_perfeat,5,0.5,0.4999938461538461,0.002611452851585726,0.68,DRESSLER,0.04411764705882353
DRESSLER_MI_perfeat,10,0.4990769230769231,0.5013128205128204,0.00889204151850766,0.9,DRESSLER,0.04411764705882353
DRESSLER_MI_perfeat,16,0.5,0.49979897435897436,0.0013989322499114126,0.37,DRESSLER,0.04411764705882353
DRESSLER_II_perfeat,3,0.5,0.501028717948718,0.009932436637975089,0.82,DRESSLER,0.04411764705882353
DRESSLER_II_perfeat,5,0.5,0.4999938461538461,0.002611452851585726,0.68,DRESSLER,0.04411764705882353
DRESSLER_II_perfeat,10,0.5,0.5013128205128204,0.00889204151850766,0.61,DRESSLER,0.04411764705882353
DRESSLER_II_perfeat,16,0.5,0.49979897435897436,0.0013989322499114126,0.37,DRESSLER,0.04411764705882353
DRESSLER_II_joint,3,0.4996923076923077,0.501028717948718,0.009932436637975089,0.83,DRESSLER,0.04411764705882353
